scientific_name,L_value,T_value,F_value,R_value,N_value,S_value
Mesembryanthemum nodiflorum,9.0,10.33,2.67,7.3,6.33,6.33
Meum athamanticum,8.17,3.67,5.0,3.2,2.83,0.0
Mibora minima,8.5,8.25,2.0,,2.25,0.0
Micromeria cremnophila,8.6,6.6,3.2,7.4,2.2,0.1
Micromeria filiformis,7.0,8.0,2.0,7.0,1.0,0.0
Micromeria graeca,8.38,8.12,3.5,7.4,2.5,0.0
Micromeria hispida,8.0,10.0,3.0,8.0,4.0,0.0
Micromeria juliana,8.33,8.5,4.0,8.3,3.0,0.33
Micromeria marginata,7.0,6.0,3.0,5.0,2.0,0.0
Micromeria microphylla,8.0,10.0,2.0,7.0,1.0,0.0
Micromeria myrtifolia,7.0,11.0,4.0,8.0,4.0,1.0
Micromeria nervosa,8.0,11.0,2.5,7.5,3.0,0.5
Micromeria sphaciotica,7.0,,3.0,8.0,4.0,0.0
Micropyrum tenellum,8.67,8.25,1.67,3.7,1.0,0.0
Microrrhinum litorale,,8.0,,,,
Microrrhinum minus,8.38,5.97,4.22,7.4,5.14,0.0
Milium effusum,4.17,,,5.8,5.14,0.0
Milium vernale,,,4.75,6.5,,0.0
Mimulus guttatus,7.2,5.33,9.0,5.7,6.0,0.0
Minuartia adenotricha,8.5,5.25,4.5,,,
Minuartia attica,9.0,7.0,4.0,8.0,6.0,0.0
Minuartia austriaca,9.0,2.33,4.5,8.5,1.5,0.0
Minuartia bilykiana,8.5,6.0,4.75,,,
Minuartia campestris,8.2,8.0,3.1,7.3,2.7,0.0
Minuartia cherlerioides,7.5,1.33,2.5,8.0,1.5,0.0
Minuartia clandestina,7.0,5.0,2.0,7.0,1.0,0.0
Minuartia confusa,8.4,4.9,4.1,6.3,2.1,0.0
Minuartia corcontica,9.0,2.0,5.0,6.0,2.0,0.0
Minuartia eglandulosa,8.5,4.75,4.5,,,
Minuartia euxina,8.5,5.75,4.5,,,
Minuartia glaucina,9.0,7.0,2.0,8.0,2.0,0.0
Minuartia globulosa,8.0,10.0,2.0,8.0,4.0,1.0
Minuartia glomerata,8.83,5.75,3.58,6.5,2.5,0.0
Minuartia graminifolia,7.0,4.0,2.0,7.0,1.0,0.0
Minuartia grignensis,8.0,3.0,2.0,8.0,2.0,0.0
Minuartia hamata,8.3,7.1,3.3,7.2,2.2,0.0
Minuartia hirsuta,8.75,6.12,3.0,5.0,1.0,0.0
Minuartia hybrida aggr.,8.42,7.05,3.0,7.2,3.0,0.25
Minuartia juniperina,7.9,3.8,5.4,6.9,2.9,0.0
Minuartia laricifolia,8.5,3.33,3.5,2.5,2.0,0.0
Minuartia lydia,7.0,11.0,2.0,8.0,3.0,0.0
Minuartia mediterranea,8.5,9.67,2.5,7.0,5.5,0.5
Minuartia mesogitana,7.75,10.5,3.25,8.0,3.75,0.0
Minuartia montana,8.5,5.75,4.75,,,
Minuartia recurva,8.47,1.8,3.53,2.9,1.0,0.0
Minuartia rossii,,,6.0,,,
Minuartia rostrata,9.0,4.67,2.5,,1.5,0.0
Minuartia rubella,8.0,,4.0,7.0,1.0,0.0
Minuartia rubra,9.0,7.6,2.0,8.0,1.5,0.0
Minuartia rupestris,8.0,1.33,2.5,8.0,2.0,0.0
Minuartia setacea,8.62,,2.38,7.3,1.33,0.0
Minuartia stellata,7.6,5.3,4.4,6.3,2.3,0.0
Minuartia stricta,8.67,3.67,8.5,,1.67,0.0
Minuartia taurica,8.5,5.25,5.0,,,
Minuartia thymifolia,8.0,11.0,4.0,8.0,7.0,4.0
Minuartia verna aggr.,8.69,,3.45,7.0,1.31,0.0
Minuartia villarii,8.5,3.0,2.0,5.5,1.0,0.0
Minuartia viscosa,8.25,6.71,2.92,4.0,1.8,0.0
Minuartia wettsteinii,7.0,9.0,4.0,8.0,3.0,0.0
Misopates calycinum,8.0,8.0,3.0,7.0,2.0,0.0
Misopates orontium,7.56,,,,5.25,0.14
Moehringia argenteria,5.0,2.0,7.0,3.0,2.0,0.0
Moehringia bavarica,4.0,5.0,5.0,7.0,2.0,0.0
Moehringia ciliata,9.0,2.0,5.0,7.0,2.0,0.0
Moehringia concarenae,9.0,2.0,5.0,7.0,2.0,0.0
Moehringia dielsiana,4.0,5.5,5.0,7.0,2.0,0.0
Moehringia diversifolia,,5.0,,,,
Moehringia glaucovirens,4.0,4.0,5.0,7.0,2.0,0.0
Moehringia hypanica,6.0,5.25,6.0,,,
Moehringia insubrica,4.0,5.5,5.0,7.0,2.0,0.0
Moehringia intermedia,5.0,,7.0,9.0,2.0,0.0
Moehringia lateriflora,6.5,5.0,7.0,,,
Moehringia lebrunii,4.0,5.5,5.0,7.0,2.0,0.0
Moehringia markgrafii,4.0,7.0,5.0,7.0,2.0,0.0
Moehringia muscosa,4.8,3.75,6.75,9.0,2.0,0.0
Moehringia papulosa,4.0,7.0,5.0,9.0,2.0,0.0
Moehringia pendula,5.8,5.4,4.3,5.2,3.5,0.0
Moehringia pentandra,4.0,8.0,5.5,5.0,7.0,0.0
Moehringia sedoides,4.0,5.5,5.0,7.0,2.0,0.0
Moehringia tommasinii,4.0,7.0,5.0,7.0,2.0,0.0
Moehringia trinervia,4.25,5.25,5.36,6.6,6.43,0.0
Moehringia villosa,,5.0,,,,
Moenchia erecta,9.0,7.6,2.2,3.6,1.6,0.0
Moenchia graeca,8.0,9.0,6.0,6.0,3.0,0.0
Moenchia mantica,8.0,8.0,5.0,6.0,1.5,0.0
Molineriella laevis,9.0,7.0,1.0,3.0,2.0,0.0
Molineriella minuta,8.0,9.0,5.0,3.0,1.0,0.0
Molinia arundinacea,,,6.0,,,
Molinia caerulea aggr.,6.91,5.51,,,2.15,0.14
Mollugo cerviana,8.17,,,6.0,7.0,0.0
Molopospermum peloponnesiacum,7.0,4.0,4.5,6.0,6.5,0.0
Moltkia petraea,8.0,7.5,2.4,6.9,1.7,0.0
Moltkia suffruticosa,9.0,5.0,3.0,7.0,2.0,0.0
Moluccella spinosa,9.0,10.0,3.0,7.0,2.0,0.0
Moneses uniflora,3.88,4.0,5.31,4.0,2.0,0.0
Montia arvensis,7.5,,7.83,4.2,,0.0
Montia fontana,8.0,,8.57,4.0,3.33,0.0
Montia fontana aggr.,8.0,4.0,9.0,4.0,3.0,0.0
Moorochloa eruciformis,8.0,9.33,8.5,8.0,6.5,0.0
Moraea mediterranea,9.0,12.0,1.0,8.0,5.0,2.0
Moraea sisyrinchium,7.83,9.0,3.33,,4.83,0.33
Moricandia arvensis,8.5,8.5,2.0,6.5,,0.0
Morina persica,8.3,6.0,3.9,5.8,1.8,0.0
Morisia monanthos,8.0,8.0,8.5,4.5,2.5,0.5
Morus nigra,7.83,7.0,5.33,5.0,4.5,0.0
Murbeckiella boryi,9.0,3.0,2.0,3.0,1.0,0.1
Murbeckiella pinnatifida,7.0,2.5,4.0,2.0,2.0,0.0
Murbeckiella zanonii,7.0,5.0,5.0,2.0,2.0,0.0
Muscari armeniacum,7.0,7.0,5.0,7.0,7.0,0.0
Muscari botryoides,6.75,5.89,4.92,7.3,3.5,0.0
Muscari commutatum,7.75,9.5,3.5,7.0,4.0,0.0
Muscari latifolium,,7.0,,,,
Muscari neglectum,7.31,7.07,3.44,7.0,,0.17
Muscari parviflorum,9.0,10.0,2.0,6.0,3.0,0.0
Muscari racemosum,7.5,7.67,2.5,8.5,,0.0
Muscari spreizenhoferi,7.0,,3.0,8.0,4.0,1.0
Myagrum perfoliatum,7.0,7.36,3.92,8.8,4.4,0.2
Myosotis alpestris,8.33,2.25,,8.0,2.6,0.0
Myosotis arvensis,6.67,5.28,4.53,5.3,5.75,0.0
Myosotis balbisiana,9.0,7.0,1.0,5.0,6.0,
Myosotis congesta,8.5,9.0,6.0,5.5,4.5,0.0
Myosotis corsicana,7.0,4.0,5.0,3.0,3.0,0.0
Myosotis decumbens,7.75,,7.0,4.3,5.75,0.0
Myosotis discolor,7.75,6.75,3.62,3.9,2.57,0.0
Myosotis gallica,8.0,2.0,6.0,8.0,4.0,0.0
Myosotis graui,9.0,4.0,4.0,7.0,2.0,0.0
Myosotis incrassata,8.5,8.5,3.5,6.5,5.0,0.0
Myosotis lithospermifolia,8.0,4.0,6.5,,,
Myosotis litoralis,8.0,9.0,4.0,6.0,6.0,0.0
Myosotis martini,8.0,,10.0,,4.5,0.0
Myosotis michaelae,,6.0,,,,
Myosotis minutiflora,7.5,5.0,3.5,4.0,3.0,0.0
Myosotis persoonii,9.0,7.0,2.0,3.0,1.0,
Myosotis pusilla,9.0,8.0,2.0,2.0,1.0,0.0
Myosotis ramosissima,8.5,,2.5,,,0.0
Myosotis refracta,8.0,8.5,4.0,8.0,6.0,0.0
Myosotis rehsteineri,7.33,,9.67,6.3,3.0,0.0
Myosotis scorpioides aggr.,6.8,,,5.5,,0.14
Myosotis secunda,7.67,6.0,9.25,4.7,3.67,0.0
Myosotis sicula,8.25,,7.4,5.0,2.5,0.0
Myosotis solange,9.0,6.0,4.0,7.0,,0.0
Myosotis soleirolii,6.0,3.5,7.0,,3.0,0.0
Myosotis sparsiflora,5.38,5.75,6.0,7.3,7.0,0.0
Myosotis speluncicola,,6.67,4.0,6.0,6.0,0.0
Myosotis stenophylla,8.33,,2.92,8.5,1.5,0.0
Myosotis stolonifera,8.33,5.0,9.75,4.0,2.67,0.0
Myosotis stricta,8.19,6.11,2.89,5.4,2.29,0.0
Myosotis suaveolens,7.7,4.5,3.5,5.4,2.5,0.0
Myosotis sylvatica,5.5,4.62,5.56,6.2,6.71,0.0
Myosoton aquaticum,6.81,5.28,,6.9,7.71,0.17
Myosurus minimus,8.0,,6.81,6.0,4.43,0.62
Myosurus sessilis,8.0,6.0,7.0,6.0,6.0,0.0
Myrica gale,7.33,6.5,9.0,2.7,2.33,0.0
Myricaria bracteata,8.0,6.0,8.0,,,
Myricaria germanica,8.17,4.21,7.88,8.0,2.8,0.0
Myriolimon diffusum,8.0,9.0,8.0,8.0,7.0,8.0
Myriolimon ferulaceum,8.5,10.0,7.5,8.5,6.5,8.0
Myriophyllum alterniflorum,6.5,4.54,11.88,4.5,3.33,0.0
Myriophyllum spicatum,5.75,5.25,11.9,7.9,6.0,0.17
Myriophyllum verticillatum,5.71,,11.88,6.7,,0.0
Myrrhis odorata,7.5,3.67,,6.7,6.5,0.0
Myrtus communis,7.33,9.5,,5.3,4.25,0.5
Najas flexilis,5.33,6.67,12.0,7.3,4.33,0.33
Najas graminea,6.0,6.5,12.0,6.0,4.5,0.0
Najas marina,5.19,,11.94,8.0,5.86,1.07
Najas minor,5.92,7.04,11.88,7.8,4.2,0.6
Nananthea perpusilla,9.0,10.0,5.0,6.0,1.0,3.0
Narcissus assoanus,9.0,8.0,4.0,8.0,3.0,0.0
Narcissus asturiensis,9.0,7.0,8.0,3.0,1.0,
Narcissus bulbocodium aggr.,8.0,6.0,4.5,3.0,3.0,0.0
Narcissus dubius,7.0,8.0,4.0,8.0,3.0,0.0
Narcissus jonquilla,7.5,8.0,5.0,6.0,4.0,0.0
Narcissus obsoletus,8.0,7.0,4.0,5.0,4.0,0.0
Narcissus papyraceus,8.0,7.0,5.0,5.0,5.0,0.0
Narcissus poeticus,8.0,4.26,5.4,5.8,4.25,0.0
Narcissus primigenius,9.0,5.0,9.0,2.0,1.0,
Narcissus pseudonarcissus,9.0,4.0,5.0,4.0,1.0,
Narcissus pseudonarcissus aggr.,7.67,,5.14,4.7,,0.0
Narcissus serotinus,7.5,,6.0,7.5,4.0,0.0
Narcissus supramontanus,8.0,8.0,5.0,7.0,4.0,0.0
Narcissus tazetta,7.33,9.0,5.5,6.0,5.0,0.33
Narcissus triandrus aggr.,7.5,6.5,4.5,,2.0,2.0
Nardus stricta,8.0,3.82,5.84,2.3,2.12,0.0
Narthecium ossifragum,8.25,4.33,9.4,2.0,1.25,0.0
Narthecium reverchonii,7.0,3.0,7.0,7.0,4.0,0.0
Narthecium scardicum,,,8.0,,,
Nasturtium microphyllum,7.25,5.0,10.0,6.5,5.5,0.25
Nasturtium officinale,7.1,,10.36,6.6,,0.25
Nasturtium officinale aggr.,7.0,5.5,10.0,7.0,7.0,1.0
Naufraga balearica,9.0,9.0,8.0,6.0,3.0,1.0
Neatostema apulum,8.0,10.0,2.0,7.5,5.5,0.5
Nelumbo nucifera,9.0,8.5,11.5,7.0,7.0,0.0
Neoschischkinia elegans,9.0,7.0,4.0,7.0,5.0,4.0
Neoschischkinia nebulosa,9.0,7.0,7.0,4.0,3.0,0.0
Neoschischkinia pourrettii,8.0,8.0,4.0,7.0,3.0,0.0
Neoschischkinia reuteri,8.0,7.0,7.0,6.0,3.0,0.0
Neoschischkinia truncatula,8.0,3.0,5.0,3.0,1.0,0.0
Neotinea lactea,8.0,9.0,3.33,6.7,3.67,0.17
Neotinea maculata,,9.0,4.4,,1.75,0.0
Neotinea tridentata,8.19,,3.46,7.9,2.72,0.0
Neotinea ustulata,7.33,4.79,,6.7,2.62,0.0
Neotorularia torulosa,8.5,7.0,3.25,,,
Neottia cordata,2.67,3.71,6.71,2.2,2.2,0.0
Neottia nidus-avis,2.69,,5.16,7.3,4.86,0.0
Neottia ovata,,,6.09,6.7,,0.0
Neottianthe cucullata,5.0,4.5,6.5,,,
Nepeta agrestis,8.0,7.0,4.0,7.0,7.0,0.0
Nepeta apuleii,9.0,11.0,3.0,5.0,2.0,0.0
Nepeta cataria,7.69,6.91,3.88,7.0,6.57,0.17
Nepeta foliosa,9.0,8.0,4.0,8.0,6.0,0.0
Nepeta italica,7.0,6.0,3.0,7.0,3.0,0.0
Nepeta latifolia,6.0,3.0,5.0,4.0,3.0,0.0
Nepeta melissifolia,6.0,12.0,3.0,8.0,6.0,0.0
Nepeta nepetella,8.0,,2.5,6.5,2.0,0.0
Nepeta nuda,7.64,6.5,3.29,7.3,3.75,0.0
Nepeta racemosa,,8.0,,,,
Nepeta scordotis,6.0,11.0,4.0,8.0,9.0,0.0
Nepeta sphaciotica,9.0,6.0,,,,0.0
Nepeta spruneri,8.1,5.3,3.7,6.6,2.1,0.0
Nepeta tuberosa,9.0,11.0,3.0,5.0,2.0,0.0
Nepeta ucranica,8.0,5.5,5.25,,,
Nerium oleander,8.0,9.75,7.0,6.5,5.0,0.67
Neslia paniculata,7.19,,3.81,7.9,4.86,0.0
Nigella arvensis,8.07,,3.43,8.3,,0.17
Nigella carpatha,,12.0,1.0,,,
Nigella damascena,7.88,,4.0,6.3,5.0,0.0
Nigella doerfleri,7.0,11.0,1.0,8.0,5.0,1.0
Nigella fumariifolia,8.0,11.0,1.0,8.0,3.0,1.0
Nigella segetalis,8.5,5.75,4.75,,,
Nigella stricta,8.0,11.0,1.0,8.0,6.0,3.0
Noaea mucronata,8.0,12.0,1.0,9.0,7.0,
Noccaea alpestris,8.33,2.0,5.33,7.7,3.0,0.0
Noccaea annua,7.0,11.0,3.0,7.0,7.0,0.0
Noccaea arenaria,7.0,6.0,5.0,2.0,3.0,0.0
Noccaea brachypetala,8.0,3.6,3.75,4.5,2.5,0.0
Noccaea brevistyla,7.25,3.5,5.0,,1.75,0.0
Noccaea caerulescens,7.88,4.12,4.78,5.1,3.0,0.0
Noccaea cepaeifolia,9.0,2.5,6.0,8.0,2.0,0.0
Noccaea corymbosa,,1.0,,,,
Noccaea cretica,8.0,7.0,4.0,8.0,,0.0
Noccaea dacica,8.0,3.0,4.75,,,
Noccaea goesingensis,8.0,6.0,2.0,8.0,1.0,0.0
Noccaea jankae,8.0,7.0,2.0,6.0,2.0,0.0
Noccaea kovatsii,7.0,4.0,5.38,6.0,3.0,0.0
Noccaea macrantha,7.5,4.5,4.25,,,
Noccaea minima,8.0,2.0,5.0,9.0,3.0,0.0
Noccaea montana,6.67,5.25,3.33,8.7,2.33,0.0
Noccaea perfoliata,8.06,6.1,3.44,7.5,2.75,0.0
Noccaea praecox,8.0,,3.67,7.0,2.0,0.0
Noccaea rotundifolia,9.0,2.0,5.0,9.0,3.0,0.0
Noccaea stylosa,9.0,2.0,5.0,9.0,1.0,0.0
Noccaea sylvia,8.5,2.33,4.0,4.5,4.0,0.0
Noccaea virens,7.0,2.0,4.0,4.0,2.0,0.0
Noccaea zaffranii,8.0,7.0,,,,0.0
Nonea echioides,8.0,10.0,4.0,7.5,6.0,0.0
Nonea lutea,8.0,9.0,3.0,7.0,3.0,0.0
Nonea micrantha,7.6,7.5,3.4,6.9,5.3,0.0
Nonea pulla,7.6,,3.57,7.8,3.25,0.0
Nonea vesicaria,9.0,9.0,2.0,5.0,1.0,0.0
Notobasis syriaca,8.33,10.0,3.67,7.7,7.67,0.33
Nuphar lutea,7.71,5.71,11.09,6.8,6.67,0.17
Nuphar pumila,7.75,4.0,11.0,4.8,3.0,0.0
Nymphaea alba,7.81,,11.11,6.8,5.71,0.0
Nymphaea candida,7.9,,11.17,5.5,3.75,0.0
Nymphoides peltata,8.0,6.86,11.12,7.3,6.5,0.0
Ochlopoa annua,7.35,5.33,,6.0,7.67,0.75
Ochlopoa annua aggr.,7.0,5.0,6.0,6.0,8.0,1.0
Ochlopoa infirma,8.2,7.8,,5.8,5.2,0.25
Ochlopoa maroccana,8.0,11.0,6.0,7.0,8.0,0.0
Ochlopoa supina,7.83,3.29,5.29,6.2,7.17,0.0
Odontarrhena alpestris,9.0,3.0,2.0,8.0,1.0,0.0
Odontarrhena argentea,8.0,4.5,2.0,2.0,1.0,0.0
Odontarrhena bertolonii,8.0,7.0,2.0,8.0,1.0,0.0
Odontarrhena borzaeana,8.25,,3.75,8.0,6.0,2.0
Odontarrhena corsica,8.0,8.0,1.0,7.0,6.0,0.0
Odontarrhena corymbosoidea,8.7,7.2,3.1,7.7,2.2,0.0
Odontarrhena fallacina,8.0,11.0,5.0,6.0,5.0,0.0
Odontarrhena fragillima,8.0,7.0,4.0,8.0,4.0,0.0
Odontarrhena markgrafii,7.7,6.7,4.1,6.9,3.0,0.1
Odontarrhena muralis,8.0,6.88,3.5,,,
Odontarrhena nebrodensis,9.0,6.0,2.0,8.0,1.0,0.0
Odontarrhena robertiana,8.0,6.0,2.0,4.0,4.0,0.0
Odontarrhena serpyllifolia,,8.0,,,,
Odontarrhena tavolarae,9.0,10.0,1.0,9.0,1.0,0.0
Odontarrhena tortuosa,8.56,,2.72,9.0,1.0,0.0
Odontites bocconei,7.0,5.0,4.0,7.0,2.0,0.0
Odontites corsicus,9.0,5.0,3.0,2.0,2.0,0.0
Odontites glutinosus,8.0,5.94,4.75,7.5,4.0,0.0
Odontites granatensis,9.0,6.0,1.0,6.0,1.0,
Odontites lanceolatus,8.0,6.5,3.0,7.0,2.0,0.0
Odontites linkii,7.0,,3.0,6.0,4.0,0.0
Odontites litoralis,8.0,6.0,7.0,7.0,4.0,4.0
Odontites longiflorus,9.0,7.0,1.0,8.0,2.0,
Odontites luteus,7.33,6.75,3.04,8.8,1.8,0.0
Odontites rigidifolius,7.0,10.0,4.0,7.0,3.0,0.0
Odontites tenuifolius,9.0,6.0,2.0,5.0,1.0,
Odontites viscosus,6.67,6.0,3.0,6.0,2.33,0.0
Odontites vulgaris aggr.,6.81,5.62,5.21,6.2,4.9,0.71
Oenanthe aquatica,6.93,,9.84,6.7,5.83,0.17
Oenanthe banatica,6.0,8.0,7.0,6.0,4.0,0.0
Oenanthe conioides,7.0,6.0,10.0,7.0,8.0,2.0
Oenanthe crocata,7.6,,8.5,,5.25,0.75
Oenanthe fistulosa,7.14,,8.62,7.1,5.14,0.29
Oenanthe fluviatilis,7.67,6.67,11.33,7.7,6.33,0.0
Oenanthe foucaudii,8.0,6.0,7.0,6.0,7.0,0.0
Oenanthe globulosa,7.0,9.0,8.0,7.3,6.0,0.33
Oenanthe lachenalii,8.25,7.25,7.8,7.5,5.5,2.6
Oenanthe lisae,6.0,8.0,9.0,3.0,3.0,0.0
Oenanthe peucedanifolia,7.0,7.2,8.5,4.5,3.5,0.0
Oenanthe pimpinelloides,6.67,8.25,6.0,5.5,4.0,0.25
Oenanthe silaifolia,7.57,6.54,7.94,7.0,5.0,1.0
Oenothera ammophila,8.5,5.0,4.0,8.0,5.5,2.0
Oenothera biennis aggr.,8.75,6.72,3.97,6.6,4.0,0.0
Oenothera cambrica,9.0,,4.0,6.0,3.0,0.0
Oenothera canovirens,,8.0,,,,
Oenothera fallax,,7.0,,,,
Oenothera glazioviana,8.75,6.75,3.5,6.3,4.75,0.0
Oenothera oakesiana,8.0,7.0,5.0,5.0,4.0,0.0
Oenothera parviflora,8.25,6.75,3.81,7.0,4.0,0.67
Oenothera perangusta,,8.0,,,,
Oenothera rubricaulis,8.0,7.0,4.0,7.0,4.0,0.0
Oenothera suaveolens,8.33,7.0,5.0,7.3,5.67,0.0
Oenothera victorinii,,8.0,,,,
Ofaiston monandrum,8.5,4.75,7.5,,,
Olea europaea,8.0,9.69,3.33,6.7,5.42,0.33
Omphalodes linifolia,,9.0,,,,
Omphalodes nitida,8.0,9.0,8.0,5.0,3.0,
Omphalodes scorpioides,3.62,5.9,6.38,7.7,7.0,0.0
Omphalodes verna,4.0,,5.25,7.0,6.0,0.0
Onobrychis aequidentata,8.0,10.5,3.5,7.5,4.5,0.0
Onobrychis alba,9.0,6.0,2.0,7.0,2.0,0.0
Onobrychis arenaria,7.43,6.54,2.77,8.8,1.75,0.0
Onobrychis caput-galli,8.0,10.0,3.5,7.5,5.0,0.5
Onobrychis conferta,7.9,6.4,2.1,8.4,2.6,0.0
Onobrychis crista-galli,7.0,11.0,4.0,8.0,6.0,1.0
Onobrychis gracilis,7.0,,4.12,8.0,,0.0
Onobrychis jailae,8.5,4.25,5.25,,,
Onobrychis montana,9.0,3.25,3.67,8.7,2.67,0.0
Onobrychis pallasii,8.0,6.0,4.25,,,
Onobrychis pindicola,8.1,8.0,3.4,7.2,3.8,0.2
Onobrychis pyrenaica,9.0,2.0,4.0,9.0,2.0,0.0
Onobrychis reuteri,9.0,6.0,1.0,7.0,2.0,
Onobrychis saxatilis,8.5,,3.5,6.5,2.0,0.0
Onobrychis sphaciotica,8.0,8.0,3.0,8.0,4.0,0.0
Onobrychis supina,8.0,7.33,6.0,7.5,2.5,0.0
Onobrychis vassilczenkoi,8.5,5.25,3.75,,,
Onobrychis viciifolia,7.92,6.5,3.75,8.0,3.2,0.0
Onobrychis viciifolia aggr.,8.0,6.0,4.0,8.0,4.0,0.0
Onoclea struthiopteris,5.08,,7.04,6.8,7.0,0.0
Ononis alba,7.0,8.0,3.0,7.0,2.0,0.0
Ononis alopecuroides,7.0,9.0,3.0,5.0,2.0,0.0
Ononis aragonensis,9.0,2.0,4.0,9.0,2.0,0.0
Ononis biflora,9.0,11.0,2.0,5.0,2.0,0.0
Ononis cristata,8.0,,4.0,6.5,3.0,0.0
Ononis diffusa,9.0,11.5,2.5,8.0,4.5,1.0
Ononis fruticosa,8.0,7.5,3.0,8.0,3.0,0.0
Ononis hispida,7.0,11.0,3.0,5.0,2.0,0.0
Ononis masquilierii,9.0,8.0,4.0,7.0,1.0,0.0
Ononis minutissima,8.5,8.33,4.5,7.5,3.0,0.0
Ononis mitissima,8.67,9.33,2.67,8.0,5.0,1.67
Ononis natrix,8.25,8.8,3.38,7.9,,0.83
Ononis oligophylla,7.0,8.0,5.0,7.0,2.0,0.0
Ononis ornithopodioides,6.5,9.0,3.0,8.0,4.0,0.0
Ononis pendula,9.0,10.0,2.0,7.0,1.0,0.0
Ononis pubescens,8.0,11.0,4.0,8.0,6.0,0.0
Ononis pusilla,8.5,7.42,2.85,8.3,1.5,0.0
Ononis reclinata,8.38,9.21,1.75,7.3,,0.67
Ononis rotundifolia,6.5,6.2,3.25,7.8,2.25,0.0
Ononis serrata,9.0,11.5,1.0,,3.5,2.0
Ononis spinosa,8.05,,,6.9,,0.38
Ononis striata,8.0,6.0,3.0,8.0,1.67,0.0
Ononis tridentata,8.1,7.9,2.3,7.8,3.8,0.2
Ononis variegata,9.0,10.0,4.33,7.0,5.33,2.0
Ononis verae,7.0,11.0,3.0,8.0,5.0,0.0
Ononis viscosa aggr.,8.08,9.83,2.33,7.5,4.0,0.25
Onopordum acanthium,8.58,,3.62,6.9,7.57,0.17
Onopordum acaulon,8.0,8.0,3.0,8.0,7.0,0.0
Onopordum bracteatum,8.0,10.0,4.5,7.0,7.0,0.5
Onopordum caulescens,8.0,11.0,4.0,8.0,7.0,1.0
Onopordum eriocephalum,7.0,9.0,3.0,8.0,8.0,0.0
Onopordum horridum,8.5,7.0,3.0,7.5,8.0,0.0
Onopordum illyricum,8.33,9.0,3.33,7.7,7.67,0.67
Onopordum laconicum,8.0,11.0,5.0,7.0,7.0,1.0
Onopordum majorii,9.0,12.0,3.0,9.0,7.0,1.0
Onopordum messeniacum,7.0,11.0,4.0,7.0,7.0,1.0
Onopordum myriacanthum,8.0,11.0,5.0,7.0,7.0,1.0
Onopordum rhodense,8.0,11.0,4.0,8.0,7.0,1.0
Onopordum tauricum,8.25,,4.0,7.3,8.33,0.33
Onosma arenaria,8.1,,3.4,7.5,2.0,1.0
Onosma bubanii,8.0,6.0,4.0,8.0,2.0,0.0
Onosma cinerea,7.5,5.75,4.0,,,
Onosma echioides,7.0,8.5,3.0,8.0,2.0,0.0
Onosma erecta,7.0,,3.0,8.0,4.0,0.0
Onosma fastigiata,7.0,6.5,3.0,8.0,2.0,0.0
Onosma graeca,7.0,11.0,3.0,6.0,4.0,0.0
Onosma helvetica,7.0,7.75,3.0,8.0,2.0,0.0
Onosma polyphylla,8.5,6.25,4.75,,,
Onosma pseudoarenaria,8.0,8.0,3.0,7.0,2.0,0.0
Onosma rigida,8.5,5.75,6.0,,,
Onosma simplicissima,8.5,4.25,4.0,,,
Onosma tinctoria,8.5,5.17,4.58,,,
Onosma tornensis,9.0,8.0,1.0,9.0,1.0,0.0
Onosma visianii,8.0,6.67,2.0,8.5,1.5,0.0
Ophioglossum azoricum,8.0,5.5,7.67,4.3,1.67,0.33
Ophioglossum lusitanicum,8.0,9.33,,4.8,1.75,0.25
Ophioglossum vulgatum,6.62,5.28,,6.0,2.43,0.33
Ophrys apifera,7.56,,3.98,8.1,2.62,0.14
Ophrys argolica,8.0,9.5,4.0,8.0,3.0,0.0
Ophrys bertolonii,8.0,8.67,4.0,5.0,2.5,0.0
Ophrys bombyliflora,7.67,9.33,3.67,7.0,3.0,0.0
Ophrys ferrum-equinum,6.0,11.0,4.0,6.0,3.0,0.0
Ophrys fusca,7.95,8.71,3.35,6.8,2.48,0.0
Ophrys holoserica,7.5,,4.33,7.3,3.0,0.0
Ophrys holosericea,7.83,8.17,4.29,7.7,2.75,0.0
Ophrys insectifera,7.64,5.86,,8.0,2.5,0.0
Ophrys kotschyi,7.0,11.0,3.0,6.0,4.0,0.0
Ophrys lunulata,8.0,10.0,3.0,6.0,3.0,0.0
Ophrys lutea,7.75,9.1,3.5,7.3,3.35,0.0
Ophrys omegaifera,7.0,11.0,3.25,6.0,3.25,0.0
Ophrys reinholdii,4.0,11.0,4.0,7.0,3.0,0.0
Ophrys scolopax,7.8,8.44,3.2,7.4,2.5,0.0
Ophrys speculum,7.5,9.33,3.5,7.8,3.17,0.17
Ophrys sphegodes,8.0,,,8.4,2.66,0.0
Ophrys tenthredinifera,8.0,8.75,2.75,6.8,2.5,0.0
Opopanax chironium,7.0,7.33,4.0,7.0,3.5,0.0
Opopanax hispidus,8.0,11.0,4.0,8.0,6.0,0.0
Opuntia macrorhiza,,9.0,,,,
Orchis anatolica,7.0,10.0,4.0,7.0,4.0,0.0
Orchis anthropophora,7.4,,3.4,7.6,2.8,0.0
Orchis brancifortii,7.0,7.0,4.0,6.0,3.0,0.0
Orchis italica,7.5,10.0,3.5,6.5,4.5,0.0
Orchis mascula,6.52,,,,2.94,0.0
Orchis militaris,7.07,6.0,3.84,8.7,2.0,0.0
